EmployeeCode,DateofJoin,DateOfRelieving,AttritionMonth,ExperienceInAGS,Experience.Range,EmployeeAge,Gender,MaritalStatus,Shift,WorkFacility,WorkLocation,JobRole,Designation,ExperienceType,LastReviewType,LastReviewDate,LastReviewRating,LastButOneReviewType,LastButOneReviewDate,LastButOneReviewRating,ProdAvgDuringNotice,QualAvgDuringNotice,ProdAvgBeforeNotice,QualAvgBeforeNotice,ProdAvgDuringNoticeRange,QualAvgDuringNoticeRange,ProdAvgBeforeNoticeRange,QualAvgBeforeNoticeRange,Course,Last30DaysLeaveCount,TotalExtraHoursWorked,Function,Shift_Name,Rating Bracket,TransportMode,Distance,TravelTimeRange,TravelTime,Availability_Filter,Available,Involuntary Exit,Voluntary Exit,VolInVol Attrition,Attrition,ExitType,ReasonofLeaving,RptEmployeeName,RptEmployeeCode,Rpt2EmployeeCode,DateofBirth,PrevShift,PrevWorkFacility,PrevWorkLocation,CurrentAddressCity,CurrentAddressPincode,PermenantAddressCity,PermenantAddressPincode,RptEffectiveFrom,RptSpanofControl,Process,Client,SubClient,ProjectEffectiveFrom,PrevVertical,PrevProcess,PrevClient,PrevSubClient,PrevEmployer,EngagementIndex,StaffingEmployeeStatus,Vertical,Department,DepartmentGroup
R00458,9/12/2011,,,63, Month 60 <,26,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/11/2016,4.01,Annually,7/11/2016,4.01,110.59,99.95,115.76,98.7,110% +,098 - 100 %,110% +,098 - 100 %,BSc,1,0,Non-Voice,Night,A,Train,,,0,Current Employee,1,0,0,0,0,,,MohammedMaqdoom.Ishaq,R01146,R00411,5/12/1990,06:30AM-03:30PM,NMR,Chennai,Chennai,600041,Salem,636006,8/22/2016,,AR Follow Up,HPP,HPP,9/12/2016,Charges,Charges,McKesson,FGTB,DataMark Prodapt BPO,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00472,10/3/2011,,,62, Month 60 <,31,Male,UnMarried,08:00AM-05:00PM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/12/2016,3.29,Annually,7/12/2016,3.29,92.31,95.65,106.6,95.3,080 - 095 %,095 - 098 %,100 - 110 %,095 - 098 %,Diploma,2,8,Non-Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Sundeep.Prasad,R01468,R00044,10/15/1985,04:00PM-01:00AM,Elnet,Chennai,Chennai,600058,Chennai,600058,3/18/2016,,AR Follow Up,Duke,Physicians,1/5/2015,,,,,AJUBA,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00487,11/8/2011,,,61, Month 60 <,30,Male,Married,04:00PM-01:00AM,NMR,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,3/9/2015,3.38,Half-Yearly,3/9/2015,3.38,29.83,99,102.38,94.88,< 80%,098 - 100 %,100 - 110 %,090 - 095 %,BE/Btech,1,0,Voice,Night,C,Cab,,,0,Current Employee,1,0,0,0,0,,,Mahendran.Rajendran,R03640,R00264,1/5/1986,06:00PM-03:00AM,NMR,Chennai,Chennai,600063,Chennai,600063,1/18/2016,,AR Follow Up,IHSI,IHSI,2/3/2015,,,,,Omega healthcare,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00494,11/8/2011,,,61, Month 60 <,29,Male,Married,06:00PM-03:00AM,NMR,Chennai,Desk Head / Team Co-ordinators,Trainee Team Leader,Lateral,Annually,7/12/2016,4.31,Annually,7/12/2016,4.31,122.57,100,114.39,100,110% +,098 - 100 %,110% +,098 - 100 %,SSLC,0,2,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,umamageshwari.c,R00267,R00014,5/14/1987,04:00PM-01:00AM,NMR,Chennai,Poonamallee,600056,Poonamallee,600056,10/19/2016,,AR Follow Up,Presence Health,Presence Health,11/17/2016,AR,AR Follow Up,McKesson,JRMC,Technosoft,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00495,11/8/2011,,,61, Month 60 <,34,Male,Married,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,9/1/2016,3.69,Annually,9/1/2016,3.69,106.92,98,83.52,99.33,100 - 110 %,095 - 098 %,080 - 095 %,098 - 100 %,BCA/BBA,2,0,Voice,Day,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,ShankarNarayanan.Chandrasekar,R02293,R00267,7/16/1982,06:00PM-03:00AM(Day),Prince Infocity,Chennai,Chennai,600072,Chennai,600072,2/25/2016,,AR Follow Up,McKesson,NYU,6/27/2016,AR,AR Follow Up,McKesson,NYU_Direct,,Red,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00496,11/8/2011,,,61, Month 60 <,29,Male,Married,06:00PM-03:00AM,NMR,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,1/19/2016,4.17,Half-Yearly,1/19/2016,4.17,124.81,97.07,121.88,100,110% +,095 - 098 %,110% +,098 - 100 %,BA/Bcom/BPharm,0,6,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Thirumal.Renugopal,R08966,R08188,10/2/1987,04:00PM-01:00AM,Tidel 5th,Chennai,Chennai,600037,Chennai,600037,11/1/2016,,AR Follow Up,IHSI,IHSI,7/7/2016,,,,,Omega Health Care,Green,QA,Accounts Receivable,Revenue Cycle Management,Operations
R00513,11/28/2011,,,60, Month 36-60,33,Male,Married,11:00AM-08:00PM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/15/2016,4.6,Annually,7/15/2016,4.6,112.76,99.7,127.52,100,110% +,098 - 100 %,110% +,098 - 100 %,BSc,0.5,0,Non-Voice,Day,A +,Bus,,,0,Current Employee,1,0,0,0,0,,,Prabu.Gireedharan,R01397,R00373,4/22/1983,08:00AM-05:00PM,NMR,Chennai,Chennai,600083,Chennai,600083,7/13/2015,,AR Follow Up,McKesson,First Care,11/15/2013,,,,,AJUBA,Amber,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00520,12/1/2011,,,60, Month 36-60,32,Male,Married,04:00PM-01:00AM,NMR,Chennai,Team Leader,Team Leader,Lateral,Annually,7/18/2014,4.41,Annually,7/18/2014,4.41,127.49,100,120.99,99.67,110% +,098 - 100 %,110% +,098 - 100 %,BCA/BBA,1,0,Voice,Night,A,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Shiju.Mathai,R02328,R08793,8/31/1984,05:30PM-02:30AM,NMR,Chennai,Thiruvallur,603103,Thiruvallur,603103,5/13/2015,,AR Follow Up,McKesson,CTVSA,5/6/2016,,,,,Ajuba solutions,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00526,12/5/2011,,,60, Month 36-60,42,Male,Married,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/19/2016,3.74,Annually,7/19/2016,3.74,101.23,100,105.33,99.92,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,HSC,1,0,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,balasundaram.pattabiraman,R00512,R01697,7/5/1974,04:00PM-01:00AM,Elnet,Chennai,Mangadu,602101,Mangadu,602101,5/2/2016,,AR Follow Up,Currence,Currence,9/11/2013,,,,,OMEGA HEALTH CARE,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00566,1/3/2012,,,59, Month 36-60,30,Male,Married,12:00PM-09:00PM,Prince Infocity,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,1/19/2015,4.12,Half-Yearly,1/19/2015,4.12,110.3,99.3,123.42,99.78,110% +,098 - 100 %,110% +,098 - 100 %,Diploma,1,0,Voice,Day,A,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Antony.Clement,R00041,R08188,4/2/1986,06:30AM-03:30PM,Tidel 8th,Chennai,Chennai,603211,Lalpet,608303,11/6/2015,,AR Follow Up,NMBS,APM,11/12/2015,AR,AR Follow Up,NMBS,Non APM,A one Biz soulutions,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00570,1/4/2012,,,59, Month 36-60,29,Male,UnMarried,10:00AM-07:00PM,NMR,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,1/21/2015,3.76,Half-Yearly,1/21/2015,3.76,112.54,98.67,110.32,98.82,110% +,098 - 100 %,110% +,098 - 100 %,BSc,1,0,Non-Voice,Day,B,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Mahendran.Rajendran,R03640,R00264,5/10/1987,01:00PM-10:00PM(Day),,,Chennai,600107,Kattumannarkoil,608301,3/22/2016,,AR Follow Up,MSOC,MSOC,11/4/2014,,,,,Apollo Health Street,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00582,1/5/2012,,,59, Month 36-60,27,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,1/29/2015,4.24,Half-Yearly,1/29/2015,4.24,116.68,99.67,118.55,97.96,110% +,098 - 100 %,110% +,095 - 098 %,MCA,2,0,Non-Voice,Day,A,Bus,,,0,Current Employee,1,0,0,0,0,,,sureshkumar.jayaraman,R00583,R00401,5/15/1989,10:00AM-07:00PM,Prince Infocity,Chennai,Poonamallee,600056,Poonamallee,600056,5/26/2014,,AR Follow Up,EMS,EMS,3/17/2014,AR,AR Follow Up,EMS,EMS,Ajuba,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00589,1/9/2012,,,59, Month 36-60,35,Male,Married,10:00AM-07:00PM,NMR,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,1/13/2014,4.12,Half-Yearly,1/13/2014,4.12,137.07,98.79,128.39,98,110% +,098 - 100 %,110% +,095 - 098 %,BSc,3,0,Non-Voice,Day,A,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Mahendran.Rajendran,R03640,R00264,7/17/1981,01:00PM-10:00PM(Day),NMR,Chennai,Chennai,600032,Chennai,600032,3/17/2016,,AR Follow Up,AGS,AGS,4/17/2015,,,,,TECHNOSOFT GLOBAL SERVICES,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00590,1/9/2012,,,59, Month 36-60,30,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/11/2016,4.04,Annually,7/11/2016,4.04,107.17,97.45,105.46,100,100 - 110 %,095 - 098 %,100 - 110 %,098 - 100 %,BSc,16.5,0,Non-Voice,Night,A,Bus,,,0,Current Employee,1,0,0,0,0,,,MohammedMaqdoom.Ishaq,R01146,R00411,7/25/1986,06:30AM-03:30PM,Tidel 8th,Chennai,Thiruvallur,603103,Tiruchirappalli,621109,8/22/2016,,AR Follow Up,HPP,HPP,9/12/2016,Billing / Transmission,Transmission,SG,SG,BOOPATHI MANOKARAN,Amber,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00594,1/16/2012,,,59, Month 36-60,36,Male,Married,06:30PM-03:30AM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/13/2016,3.42,Annually,7/13/2016,3.42,98.16,96.78,110.29,95.73,095 - 100 %,095 - 098 %,110% +,095 - 098 %,SSLC,3,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Rajkumar.Iyyapan,R00595,R00373,10/23/1980,,Prince Infocity,Chennai,Chennai,600012,Chennai,600012,5/26/2014,,AR Follow Up,McKesson,KERN,10/24/2013,,,,,AJUBA SOLUTIONS,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00595,1/16/2012,,,59, Month 36-60,33,Male,Married,04:00PM-01:00AM,NMR,Chennai,Team Leader,Team Leader,Lateral,Annually,2/19/2013,4.14,Annually,2/19/2013,4.14,111.86,100,112.55,99.73,110% +,098 - 100 %,110% +,098 - 100 %,BSc,7,0,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,narmadadevi.venkatasatyanarayana,R00373,R09705,1/15/1983,06:30PM-03:30AM,NMR,Chennai,Chennai,600029,Chennai,600029,6/7/2016,,AR Follow Up,AGS,AGS,4/17/2015,AR,AR Follow Up,AGS,AGS,AJUBA SOLUTIONS,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00620,2/8/2012,,,58, Month 36-60,30,Female,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/13/2016,4.19,Annually,7/13/2016,4.19,109.28,99.62,116.48,100,100 - 110 %,098 - 100 %,110% +,098 - 100 %,BSc,0,17,Non-Voice,Day,A,Bus,,,0,Current Employee,1,0,0,0,0,,,Sasirekha.Kumar,R01203,R00463,6/1/1986,08:00AM-05:00PM,Tidel 8th,Chennai,Chennai,600020,Chennai,600020,7/26/2016,,AR Follow Up,SG,Indexing,11/13/2013,,,,,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00634,2/13/2012,,,58, Month 36-60,26,Male,UnMarried,08:00AM-05:00PM,NMR,Chennai,Team Member,Quality Analyst - Level 1,Lateral,Annually,7/12/2016,4.23,Annually,7/12/2016,4.23,118.46,99.85,118.83,99.77,110% +,098 - 100 %,110% +,098 - 100 %,BCA/BBA,1,7,Non-Voice,Day,A,Bus,,,0,Current Employee,1,0,0,0,0,,,Ravindren.Sasidharan,R01601,R08966,5/9/1990,,Tidel 5th,Chennai,Chennai,600091,Desur,604501,7/16/2015,,AR Follow Up,MSOC,ANSI,3/28/2014,AR,AR Follow Up,MSOC,MSOC,Ajuba,Green,QA,Accounts Receivable,Revenue Cycle Management,Operations
R00636,2/15/2012,,,58, Month 36-60,29,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Fresher,Annually,7/14/2016,3.4,Annually,7/14/2016,3.4,107.66,100,107.77,98.41,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,BA/Bcom/BPharm,1,30,Non-Voice,Night,B,Bus,,,0,Current Employee,1,0,0,0,0,,,Manikasankar.Ambalam,R00808,R00014,12/11/1987,08:00AM-05:00PM,Prince Infocity,Chennai,Chennai,600116,Alappuzha,688563,11/15/2016,,AR Follow Up,HPP,HPP,3/3/2016,AR,AR Follow Up,HPP,HPP,,Green,QA,Accounts Receivable,Revenue Cycle Management,Operations
R00649,2/27/2012,,,57, Month 36-60,29,Male,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Leader,Team Leader,Industry Fresher,Half-Yearly,1/19/2015,4.46,Half-Yearly,1/19/2015,4.46,118.52,97.65,129.5,100,110% +,095 - 098 %,110% +,098 - 100 %,BE/Btech,0,0,Voice,Night,A,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Ashwin.Sridharan,R02855,R00014,8/28/1987,06:00PM-03:00AM,VEL,Vellore,Chennai,600113,Walajapet,632513,5/26/2014,,AR Follow Up,Rural Metro,Rural Metro,3/3/2015,AR,AR Follow Up,McKesson,UPA,Infotronics Pvt Ltd,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00659,3/1/2012,3/3/2016,2016-03,49, Month 36-60,25,Female,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Leader,Team Leader,Lateral,Half-Yearly,3/8/2014,4.09,Half-Yearly,3/8/2014,4.09,39.15,97.67,116.91,99.62,< 80%,095 - 098 %,110% +,098 - 100 %,BA/Bcom/BPharm,4,0,Non-Voice,Day,A,Bus,19.4,< 1 Hour,43,Employee Left,0,0,1,1,1,Voluntary,Health Grounds,sathishkumar.raman,R00511,R00450,11/16/1991,08:00AM-05:00PM,Tidel 8th,Chennai,Chennai,600097,Thiruvallur,603103,5/26/2014,6,AR Follow Up,McKesson,NYU,12/30/2014,,,,,AJUBA SOLUTIONS,Amber,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00665,3/5/2012,,,57, Month 36-60,26,Female,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/21/2016,4.31,Annually,7/21/2016,4.31,117.65,92.97,135.2,98.48,110% +,090 - 095 %,110% +,098 - 100 %,BSc,0,0,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Sathish.Pratap,R05173,R00041,12/24/1990,04:00PM-01:00AM,Tidel 8th,Chennai,Chennai,600091,Chennai,600091,7/14/2015,,AR Follow Up,NMBS,APM,11/26/2013,,,,,hcl,Red,Notice Period,Accounts Receivable,Revenue Cycle Management,Operations
R00671,3/5/2012,,,57, Month 36-60,32,Female,Married,06:00PM-03:00AM,Prince Infocity,Chennai,Team Leader,Team Leader,Lateral,Annually,7/28/2015,3.71,Annually,7/28/2015,3.71,126.32,98,115.62,98,110% +,095 - 098 %,110% +,095 - 098 %,MBA,0,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Ramakrishna.Bhyravabotla,R02455,R08188,5/5/1984,06:30PM-03:30AM,,,Polichalur,600074,Polichalur,600074,9/22/2014,,AR Follow Up,AGS,AGS,4/16/2015,,,,,Ajuba,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00680,3/7/2012,,,57, Month 36-60,33,Male,Married,01:00PM-10:00PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/21/2016,4,Annually,7/21/2016,4,103.8,99.2,107.26,99.15,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,MSc/Mpharm/MPhil,0,0,Non-Voice,Day,A,Bus,,,0,Current Employee,1,0,0,0,0,,,Sasirekha.Kumar,R01203,R00463,12/24/1983,01:00PM-10:00PM(Night),,,Chennai,600126,Chennai,600126,6/28/2016,,AR Follow Up,SG,SG,12/2/2013,,,,,Ajuba Solutions,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00682,3/7/2012,,,57, Month 36-60,28,Male,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Leader,Team Leader,Lateral,Annually,4/19/2013,3.84,Annually,4/19/2013,3.84,120.32,100,109.11,99,110% +,098 - 100 %,100 - 110 %,098 - 100 %,BCA/BBA,0.5,0,Non-Voice,Day,B,Bus,,,0,Current Employee,1,0,0,0,0,,,sathishkumar.raman,R00511,R00014,9/19/1988,08:00AM-05:00PM,Prince Infocity,Chennai,Chennai,600051,Chennai,600051,5/26/2014,,AR Follow Up,AGS,AGS,4/17/2015,,,,,AJUBA SOLUTIONS INDIA PVT LTD,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00683,3/7/2012,,,57, Month 36-60,34,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Quality Analyst - Level 1,Lateral,Annually,7/18/2016,4.19,Annually,7/18/2016,4.19,116.75,100,116.95,100,110% +,098 - 100 %,110% +,098 - 100 %,BA/Bcom/BPharm,4,19,Non-Voice,Day,A,Train,,,0,Current Employee,1,0,0,0,0,,,Beryl.Gnanaprakasam,R00991,R00014,8/31/1982,,Tidel 8th,Chennai,Chennai,600014,Chennai,600014,11/15/2016,,AR Follow Up,McKesson,NYU,11/19/2013,,,,,AJUBA,Green,QA,Accounts Receivable,Revenue Cycle Management,Operations
R00692,3/13/2012,,,57, Month 36-60,25,Female,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/22/2016,3.89,Annually,7/22/2016,3.89,107.46,98.95,101.27,99.4,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,BSc,1,7,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,srinivasan.chandrasaker,R00582,R00583,2/2/1991,08:00AM-05:00PM,Tidel 8th,Chennai,Chennai,600097,Chennai,600097,9/13/2016,,AR Follow Up,EMS,EMS,10/3/2016,AR,AR Follow Up,SG,SG,Ajuba Solutions India Private Limited,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R00698,3/14/2012,5/17/2015,2015-05,39, Month 36-60,25,Male,UnMarried,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Process Associate - Level 2,Lateral,Half-Yearly,1/27/2015,3.75,Half-Yearly,1/27/2015,3.75,92.61,96.84,95.42,99.19,080 - 095 %,095 - 098 %,095 - 100 %,098 - 100 %,Diploma,23,0,Voice,Night,B +,Cab,19.9,< 1 Hour,46,Employee Left,0,0,1,1,1,Voluntary,Death,paul.victor,R00463,R03548,1/16/1990,,Prince Infocity,Chennai,Chennai,600039,Chennai,600039,5/26/2014,18,AR Follow Up,4M,4M,1/2/2015,AR,AR Follow Up,SG,SG,Ecareindia,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R00699,3/15/2012,10/3/2016,2016-10,55, Month 36-60,28,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Leader,Team Leader,Lateral,Annually,7/28/2015,3.97,Annually,7/28/2015,3.97,99.33,98,137.3,99.33,095 - 100 %,095 - 098 %,110% +,098 - 100 %,Diploma,6,0,Voice,Night,B,Cab,,,0,Employee Left,0,0,1,1,1,Voluntary,Compensation,Ramakrishna.Bhyravabotla,R02455,R08188,9/22/1988,04:00PM-01:00AM,NMR,Chennai,Chennai,600051,Chennai,600051,5/21/2015,4,AR Follow Up,NMBS,Non APM,9/22/2015,AR,AR Follow Up,NMBS,APM,IHS,Red,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00707,4/2/2012,6/19/2015,2015-06,39, Month 36-60,37,Female,Married,01:00PM-10:00PM,NMR,Chennai,Team Leader,Team Leader,Lateral,Confirmation,10/19/2012,3.79,Confirmation,10/19/2012,3.79,119.33,98.33,112.13,98,110% +,098 - 100 %,110% +,095 - 098 %,BA/Bcom/BPharm,21,0,Non-Voice,Night,B,Two Wheeler,7.7,< 1 Hour,24,Employee Left,0,0,1,1,1,Voluntary,Health Grounds,romulus.peters,R00100,R05092,4/10/1978,01:00PM-10:00PM(Day),Tidel 8th,Chennai,Chennai,600033,Chennai,600033,1/0/1900,7,AR Follow Up,MSOC,MSOC,1/2/2015,AR,AR Follow Up,Currence,Currence,Ajuba Solutions,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R00714,4/9/2012,,,56, Month 36-60,35,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/19/2016,3.83,Annually,7/19/2016,3.83,106.16,92.27,115.63,99.28,100 - 110 %,090 - 095 %,110% +,098 - 100 %,SSLC,2,0,Non-Voice,Day,B +,Train,,,0,Current Employee,1,0,0,0,0,,,Dhanalakshmi.Arunagiri,R02187,R00941,7/21/1981,,Prince Infocity,Chennai,Chennai,600118,Chennai,600072,10/10/2016,,AR Follow Up,MedAssets,Pinnacle,11/24/2016,AR,AR Follow Up,NMBS,Non APM,SANGEETHA,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00715,4/9/2012,,,56, Month 36-60,31,Female,Married,06:30AM-03:30PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/26/2016,3.8,Annually,7/26/2016,3.8,104.22,99.54,106.18,99.99,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,BA/Bcom/BPharm,0,0,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,prakash.gandhi,R00566,R00041,5/8/1985,08:00AM-05:00PM,Tidel 8th,Chennai,Chennai,600073,Chennai,600073,5/28/2015,,AR Follow Up,NMBS,APM,11/26/2013,,,,,AJUBA SOLUTION INDIA PVT LTD,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00717,4/10/2012,,,56, Month 36-60,33,Male,Married,11:00AM-08:00PM,NMR,Chennai,Team Member,Quality Analyst - Level 1,Lateral,Annually,7/12/2016,4.37,Annually,7/12/2016,4.37,127.3,100,132.26,99,110% +,098 - 100 %,110% +,098 - 100 %,BCA/BBA,2,21,Non-Voice,Day,A,Train,,,0,Current Employee,1,0,0,0,0,,,Ravindren.Sasidharan,R01601,R08966,5/23/1983,10:00AM-07:00PM,NMR,Chennai,Chennai,600057,Chennai,600057,7/10/2015,,AR Follow Up,AGS,AGS,4/16/2015,,,,,Indus BPO,Green,QA,Accounts Receivable,Revenue Cycle Management,Operations
R00720,4/11/2012,,,56, Month 36-60,26,Female,Married,06:30AM-03:30PM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/15/2016,3.62,Annually,7/15/2016,3.62,110.11,95.68,118.97,97.5,110% +,095 - 098 %,110% +,095 - 098 %,MSc/Mpharm/MPhil,1.5,0,Non-Voice,Day,B +,Train,,,0,Current Employee,1,0,0,0,0,,,Mohamed.Aashiq,R01566,R06159,5/22/1990,06:30AM-03:30PM,Tidel 8th,Chennai,Chennai,600071,Chennai,600071,9/16/2016,,AR Follow Up,McKesson,Vancouver,7/27/2016,AR,AR Follow Up,Duke,Physicians,Ajuba Solutions,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00721,4/11/2012,,,56, Month 36-60,26,Female,UnMarried,06:30AM-03:30PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/12/2016,4.12,Annually,7/12/2016,4.12,114.75,100,116.52,99.79,110% +,098 - 100 %,110% +,098 - 100 %,BCA/BBA,17.5,25,Non-Voice,Day,A,Bus,,,0,Current Employee,1,0,0,0,0,,,shanmuga.nathan,R00270,R00411,1/25/1990,08:00AM-05:00PM,NMR,Chennai,Chennai,600112,Chennai,600112,11/10/2016,,AR Follow Up,SG,SG,12/4/2013,,,,,Ajuba Solutions,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R00797,5/23/2012,,,54, Month 36-60,26,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Leader,Team Leader,Fresher,Annually,7/22/2015,3.5,Annually,7/22/2015,3.5,110.2,98.71,97.89,97.14,110% +,098 - 100 %,095 - 100 %,095 - 098 %,BE/Btech,0,0,Non-Voice,Day,B,Bus,,,0,Current Employee,1,0,0,0,0,,,sathishkumar.raman,R00511,R00014,5/25/1990,,Prince Infocity,Chennai,Chennai,600042,Coimbatore,642002,5/20/2015,,AR Follow Up,McKesson,NYU,11/25/2013,,,,,,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00802,5/23/2012,,,54, Month 36-60,25,Male,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Desk Head / Team Co-ordinators,Trainee Team Leader,Fresher,Half-Yearly,1/19/2016,3.98,Half-Yearly,1/19/2016,3.98,109.98,97.28,110.39,98.86,100 - 110 %,095 - 098 %,110% +,098 - 100 %,BSc,1,74,Non-Voice,Day,B,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,gnanasekaran.srinivasan,R00218,R00542,4/26/1991,08:00AM-05:00PM,HYD,Hyderabad,Chennai,600021,Chennai,600021,11/18/2016,,AR Follow Up,EMS,EMS,3/14/2014,AR,AR Follow Up,McKesson,USAP,,Green,TTL&Above,Accounts Receivable,Revenue Cycle Management,Operations
R00815,5/23/2012,,,54, Month 36-60,26,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Fresher,Annually,7/26/2016,3.91,Annually,7/26/2016,3.91,115.59,98.33,117.15,98.5,110% +,098 - 100 %,110% +,098 - 100 %,BCA/BBA,0,30,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,DarlinDeepa.Kumarasamy,R00797,R00511,1/25/1990,,Prince Infocity,Chennai,Kancheepuram,600115,Kancheepuram,600115,10/5/2015,,AR Follow Up,McKesson,NYU,11/25/2013,,,,,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
