"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R01433",49,31,"Female","Married","Chennai","Team Member","Industry Fresher",99.38,99.38,"BSc",20,0,"Non-Voice","10:00AM-07:00PM","Cab","Red","Current Employee",0,1
"R01436",49,31,"Male","UnMarried","Chennai","Team Leader","Industry Fresher",103.43,103.43,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01451",49,28,"Male","UnMarried","Chennai","Team Member","Lateral",100.29,100.29,"MCA",1,3,"Non-Voice","06:00PM-03:00AM","Bus","Green","Current Employee",0,1
"R01468",49,29,"Male","Married","Chennai","Team Leader","Lateral",105.05,105.05,"MBA",1,0,"Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R01492",43,24,"Male","UnMarried","Chennai","Team Member","Fresher",106.97,106.97,"BCA/BBA",6,13,"Voice","06:00PM-03:00AM","Train","Green","Employee Left",1,0
"R01495",27,25,"Female","UnMarried","Chennai","Team Member","Fresher",102.79,102.79,"MSc/Mpharm/MPhil",1,0,"Non-Voice","08:00AM-05:00PM","Train","Red","Employee Left",1,0
"R01499",27,24,"Female","UnMarried","Chennai","Team Member","Fresher",97.94,97.94,"Diploma",4,8,"Non-Voice","08:00AM-05:00PM","Bus","Red","Employee Left",1,0
"R01504",49,29,"Female","Married","Chennai","Team Leader","Fresher",104.75,104.75,"MSc/Mpharm/MPhil",1.5,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01505",37,25,"Male","Married","Chennai","Team Member","Fresher",90.84,90.84,"BE/Btech",1,0,"Non-Voice","08:00AM-05:00PM","Train","Red","Employee Left",1,0
"R01508",49,27,"Male","UnMarried","Chennai","Team Member","Fresher",103.9,103.9,"BE/Btech",2,32,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R01511",49,29,"Male","Married","Chennai","Team Member","Fresher",101.61,101.61,"MCA",0,44,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01512",49,24,"Male","UnMarried","Chennai","Team Member","Fresher",138.41,138.41,"BCA/BBA",1,59,"Non-Voice","04:00PM-01:00AM","Bus","Green","Current Employee",0,1
"R01513",40,24,"Female","UnMarried","Chennai","Team Member","Fresher",115.17,115.17,"BCA/BBA",17,0,"Non-Voice","01:00PM-10:00PM","Train","Red","Employee Left",1,0
"R01514",32,23,"Female","UnMarried","Chennai","Team Member","Fresher",96.15,96.15,"BA/Bcom/BPharm",7,6,"Non-Voice","08:00AM-05:00PM","Train","Red","Employee Left",1,0
"R01517",49,27,"Female","Married","Chennai","Team Member","Fresher",122.2,122.2,"BA/Bcom/BPharm",0,0,"Non-Voice","08:00AM-05:00PM","Two Wheeler","Green","Current Employee",0,1
"R01520",49,30,"Male","Married","Chennai","Team Member","Lateral",105.96,105.96,"BSc",4,0,"Non-Voice","06:00PM-03:00AM","Train","Red","Current Employee",0,1
"R01521",29,27,"Male","UnMarried","Chennai","Team Member","Lateral",102.92,102.92,"BE/Btech",3,8,"Non-Voice","11:00AM-08:00PM","Train","Red","Employee Left",1,0
"R01528",49,29,"Female","Married","Chennai","Team Member","Lateral",108.14,108.14,"MBA",13,33,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R01539",49,27,"Male","Married","Chennai","Team Member","Industry Fresher",116.78,116.78,"BSc",0,1,"Voice","04:00PM-01:00AM","Bus","Green","Current Employee",0,1
"R01558",49,26,"Male","UnMarried","Chennai","Team Member","Lateral",142.95,142.95,"BCA/BBA",1.5,0,"Non-Voice","08:00AM-05:00PM","Cab","Amber","Current Employee",0,1
"R01560",43,32,"Female","UnMarried","Chennai","Team Member","Lateral",101.44,101.44,"MBA",22,0,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R01565",49,28,"Female","Married","Chennai","Team Member","Lateral",145.44,145.44,"MSc/Mpharm/MPhil",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01566",49,28,"Male","Married","Chennai","Team Leader","Lateral",102.7,102.7,"BCA/BBA",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01583",29,27,"Male","UnMarried","Chennai","Team Member","Lateral",115.94,115.94,"BCA/BBA",2,23,"Voice","01:00PM-10:00PM","Cab","Red","Employee Left",1,0
"R01596",48,30,"Male","UnMarried","Chennai","Team Member","Lateral",77.3,77.3,"BA/Bcom/BPharm",0,32,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01601",48,29,"Male","Married","Chennai","Team Leader","Lateral",117.45,117.45,"BSc",2,0,"Non-Voice","01:00PM-10:00PM","Train","Green","Current Employee",0,1
"R01604",48,34,"Male","Married","Chennai","Team Member","Lateral",105.1,105.1,"BA/Bcom/BPharm",0,9,"Non-Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01614",48,28,"Female","Married","Chennai","Team Member","Lateral",117.38,117.38,"Diploma",1,5,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01631",48,28,"Male","Married","Chennai","Team Member","Industry Fresher",103.97,103.97,"BCA/BBA",0,7,"Non-Voice","01:00PM-10:00PM","Bus","Green","Current Employee",0,1
"R01638",48,25,"Female","UnMarried","Chennai","Desk Head / Team Co-ordinators","Industry Fresher",118.24,118.24,"BSc",1,111,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R01646",48,27,"Female","UnMarried","Chennai","Team Member","Fresher",103.35,103.35,"BE/Btech",0,66,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01647",48,29,"Female","Married","Chennai","Team Member","Industry Fresher",104.3,104.3,"BSc",0,59,"Non-Voice","10:00AM-07:00PM","Bus","Green","Current Employee",0,1
"R01650",48,25,"Female","UnMarried","Chennai","Team Member","Industry Fresher",107.83,107.83,"BA/Bcom/BPharm",5,19,"Non-Voice","10:00AM-07:00PM","Train","Green","Current Employee",0,1
"R01691",48,30,"Male","UnMarried","Chennai","Team Member","Lateral",105.11,105.11,"BA/Bcom/BPharm",0,10,"Voice","04:00PM-01:00AM","Train","Green","Current Employee",0,1
"R01698",48,26,"Female","UnMarried","Chennai","Team Leader","Lateral",108.35,108.35,"BCA/BBA",1,0,"Voice","01:00PM-10:00PM","Cab","Green","Current Employee",0,1
"R01699",48,28,"Female","UnMarried","Chennai","Team Member","Lateral",95.39,95.39,"BCA/BBA",13,0,"Voice","01:00PM-10:00PM","Cab","Green","Current Employee",0,1
"R01701",48,37,"Female","Married","Chennai","Team Member","Lateral",107.53,107.53,"BCA/BBA",0,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01708",47,30,"Male","Married","Chennai","Team Member","Lateral",101.42,101.42,"BA/Bcom/BPharm",0,33,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R01712",28,26,"Male","UnMarried","Chennai","Team Member","Lateral",91.25,91.25,"BA/Bcom/BPharm",0,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R01741",47,36,"Male","Married","Chennai","Team Member","Lateral",117.67,117.67,"MA/Mcom",4,7,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R01742",39,32,"Female","Married","Chennai","Team Member","Lateral",125.83,125.83,"BSc",3,10,"Non-Voice","08:00AM-05:00PM","Cab","Green","Employee Left",1,0
"R01757",39,30,"Female","UnMarried","Chennai","Team Member","Lateral",105.43,105.43,"BSc",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R01785",30,30,"Male","UnMarried","Chennai","Team Member","Lateral",80.89,80.89,"MBA",4,16,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R01801",46,25,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",103,103,"BSc",1,3,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R01802",46,28,"Male","Married","Chennai","Team Member","Lateral",109.42,109.42,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R01803",31,28,"Male","Married","Chennai","Team Member","Lateral",76.23,76.23,"MBA",7.5,3,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R01805",46,24,"Female","UnMarried","Chennai","Team Leader","Lateral",116.39,116.39,"HSC",4,0,"Voice","10:00AM-07:00PM","Cab","Green","Current Employee",0,1
"R01810",25,26,"Male","Married","Chennai","Team Member","Lateral",95.33,95.33,"BE/Btech",6,2,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R01813",32,27,"Male","UnMarried","Chennai","Team Member","Lateral",90.05,90.05,"BSc",1,15,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R01814",29,27,"Male","Married","Chennai","Team Member","Lateral",74.01,74.01,"BCA/BBA",0,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R01829",45,26,"Male","UnMarried","Chennai","Team Member","Lateral",104.61,104.61,"BSc",1,24,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R01860",41,28,"Male","UnMarried","Chennai","Team Member","Industry Fresher",105.33,105.33,"BSc",8.5,1,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R01865",45,26,"Female","UnMarried","Chennai","Team Member","Industry Fresher",112.45,112.45,"BSc",1,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01870",45,25,"Female","Married","Chennai","Team Member","Industry Fresher",109.14,109.14,"BSc",3,0,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R01871",36,25,"Male","UnMarried","Chennai","Team Member","Fresher",91.62,91.62,"BA/Bcom/BPharm",1,26,"Non-Voice","06:30AM-03:30PM","Bus","Amber","Employee Left",1,0
"R01872",26,24,"Female","UnMarried","Chennai","Team Member","Fresher",106.34,106.34,"BSc",7,14,"Non-Voice","08:00AM-05:00PM","Bus","Red","Employee Left",1,0
"R01874",45,26,"Female","UnMarried","Chennai","Team Member","Industry Fresher",100.67,100.67,"BSc",0,14,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R01904",44,33,"Male","Married","Chennai","Team Leader","Lateral",117.5,117.5,"BSc",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01907",34,28,"Male","UnMarried","Chennai","Team Member","Lateral",80.15,80.15,"BCA/BBA",3,44,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R01917",44,24,"Male","UnMarried","Chennai","Team Member","Lateral",98.06,98.06,"HSC",1,0,"Non-Voice","06:30AM-03:30PM","Cab","Green","Current Employee",0,1
"R01918",30,26,"Male","UnMarried","Chennai","Team Member","Lateral",100.52,100.52,"BSc",10,0,"Voice","04:00PM-01:00AM","Two Wheeler","Green","Employee Left",1,0
"R01941",44,30,"Male","Married","Chennai","Team Member","Lateral",99.13,99.13,"BA/Bcom/BPharm",3,5,"Non-Voice","06:00PM-03:00AM","Bus","Green","Current Employee",0,1
"R01945",44,25,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",120,120,"BCA/BBA",0,48,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R01985",43,32,"Male","Married","Chennai","Desk Head / Team Co-ordinators","Lateral",66.7,66.7,"HSC",9,17,"Voice","08:00AM-05:00PM","Two Wheeler","Green","Current Employee",0,1
"R01995",43,24,"Female","UnMarried","Chennai","Team Member","Fresher",101.39,101.39,"BSc",0,48,"Non-Voice","06:30AM-03:30PM","Train","Red","Current Employee",0,1
"R01998",43,26,"Female","UnMarried","Chennai","Team Member","Fresher",104.87,104.87,"BA/Bcom/BPharm",1,9,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R01999",43,28,"Female","Married","Chennai","Team Member","Industry Fresher",97.35,97.35,"BCA/BBA",1,14,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R02067",43,28,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",33.66,33.66,"BCA/BBA",1,92,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02071",25,31,"Male","Married","Chennai","Desk Head / Team Co-ordinators","Lateral",112.01,112.01,"BA/Bcom/BPharm",1,0,"Voice","01:00PM-10:00PM","Two Wheeler","Green","Employee Left",1,0
"R02080",23,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",102.76,102.76,"BCA/BBA",2,37,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R02084",43,26,"Male","UnMarried","Chennai","Team Leader","Fresher",98.74,98.74,"BCA/BBA",2.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02090",20,22,"Male","UnMarried","Chennai","Team Member","Fresher",135.57,135.57,"HSC",2,14,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R02131",42,23,"Female","Married","Chennai","Team Member","Fresher",121.24,121.24,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02146",40,33,"Female","Married","Chennai","Team Member","Industry Fresher",110.65,110.65,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R02148",42,29,"Female","Married","Chennai","Team Member","Lateral",101.97,101.97,"MBA",3,16,"Voice","01:00PM-10:00PM","Bus","Green","Current Employee",0,1
"R02187",42,25,"Female","UnMarried","Chennai","Desk Head / Team Co-ordinators","Fresher",134.15,134.15,"BSc",1,1,"Non-Voice","01:00PM-10:00PM","Train","Green","Current Employee",0,1
"R02200",42,24,"Female","UnMarried","Chennai","Team Member","Fresher",130.37,130.37,"BSc",2,9,"Non-Voice","12:00PM-09:00PM","Bus","Green","Current Employee",0,1
"R02209",20,24,"Male","UnMarried","Chennai","Team Member","Lateral",67.76,67.76,"BE/Btech",3,9,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R02250",32,27,"Male","Married","Chennai","Team Member","Lateral",101.03,101.03,"BE/Btech",3,19,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R02263",22,29,"Male","Married","Chennai","Desk Head / Team Co-ordinators","Lateral",105.71,105.71,"BA/Bcom/BPharm",3,0,"Voice","01:00PM-10:00PM","Two Wheeler","Green","Employee Left",1,0
"R02270",30,25,"Female","UnMarried","Chennai","Team Member","Industry Fresher",81.99,81.99,"MBA",0,21,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R02271",41,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",118.24,118.24,"BSc",1,31,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R02281",41,27,"Female","UnMarried","Chennai","Team Member","Industry Fresher",112.05,112.05,"BCA/BBA",1,33,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R02282",41,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",103.15,103.15,"BE/Btech",3,5,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R02293",40,30,"Male","UnMarried","Chennai","Team Leader","Lateral",66.67,66.67,"BSc",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02304",40,25,"Male","UnMarried","Chennai","Team Leader","Lateral",105.1,105.1,"BA/Bcom/BPharm",4.5,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R02308",40,27,"Female","UnMarried","Chennai","Team Member","Lateral",105.36,105.36,"MSc/Mpharm/MPhil",5,0,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R02311",27,26,"Male","UnMarried","Chennai","Team Member","Lateral",101.06,101.06,"BSc",1.5,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R02314",40,30,"Male","UnMarried","Hyderabad","Team Member","Lateral",111.85,111.85,"BA/Bcom/BPharm",0,10,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02323",40,24,"Female","Married","Chennai","Team Member","Fresher",101.55,101.55,"BCA/BBA",30,0,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R02329",40,26,"Male","Married","Chennai","Team Member","Lateral",107.74,107.74,"SSLC",2.5,50,"Non-Voice","08:00AM-05:00PM","Two Wheeler","Green","Current Employee",0,1
"R02334",40,25,"Female","UnMarried","Chennai","Team Member","Lateral",119.7,119.7,"BSc",0,31,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02348",21,31,"Male","UnMarried","Chennai","Team Member","Industry Fresher",106.86,106.86,"BE/Btech",15,10,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R02353",40,29,"Female","Married","Chennai","Team Leader","Lateral",101.77,101.77,"BA/Bcom/BPharm",1,0,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R02388",39,23,"Female","UnMarried","Chennai","Team Member","Fresher",106.2,106.2,"BCA/BBA",2,8,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R02392",32,26,"Male","UnMarried","Chennai","Team Member","Lateral",106.11,106.11,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Two Wheeler","Red","Employee Left",1,0
"R02400",39,24,"Male","UnMarried","Chennai","Team Member","Fresher",108.45,108.45,"BCA/BBA",1,7,"Non-Voice","04:00PM-01:00AM","Two Wheeler","Green","Current Employee",0,1
"R02410",16,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",100.02,100.02,"BE/Btech",1,1,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R02411",24,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",137.28,137.28,"BCA/BBA",2.5,1,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R02415",39,26,"Male","UnMarried","Chennai","Team Member","Industry Fresher",131.24,131.24,"MSc/Mpharm/MPhil",1,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R02433",39,29,"Male","Married","Chennai","Team Leader","Lateral",87.56,87.56,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02435",28,32,"Male","Married","Chennai","Team Member","Lateral",100.48,100.48,"BSc",2,4,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R02437",39,30,"Male","UnMarried","Chennai","Team Member","Lateral",107.2,107.2,"BA/Bcom/BPharm",2.5,10,"Voice","08:00PM-05:00AM","Two Wheeler","Amber","Current Employee",0,1
"R02438",39,30,"Female","Married","Chennai","Team Leader","Lateral",108.64,108.64,"BSc",1,0,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R02440",39,23,"Female","UnMarried","Chennai","Team Member","Fresher",101.36,101.36,"BCA/BBA",0,25,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R02445",31,24,"Female","UnMarried","Chennai","Team Member","Fresher",112.72,112.72,"BSc",2,20,"Non-Voice","06:30AM-03:30PM","Bus","Green","Employee Left",1,0
"R02447",27,23,"Female","Married","Chennai","Team Member","Fresher",119.27,119.27,"BCA/BBA",17,0,"Non-Voice","08:00AM-05:00PM","Bus","Red","Employee Left",1,0
"R02449",39,23,"Female","UnMarried","Chennai","Team Member","Fresher",114.45,114.45,"BCA/BBA",0,41,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R02451",39,23,"Female","UnMarried","Chennai","Team Member","Fresher",133.98,133.98,"BCA/BBA",0,12,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R02453",39,24,"Female","UnMarried","Chennai","Team Member","Fresher",127.99,127.99,"BA/Bcom/BPharm",1,0,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R02457",20,28,"Male","Married","Chennai","Team Member","Lateral",98.61,98.61,"BA/Bcom/BPharm",0,0,"Voice","05:30PM-02:30AM","Two Wheeler","Red","Employee Left",1,0
"R02458",38,36,"Male","Married","Chennai","Team Member","Lateral",97.13,97.13,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02470",23,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",102.69,102.69,"BE/Btech",2,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R02473",38,28,"Male","UnMarried","Chennai","Team Member","Industry Fresher",101.61,101.61,"BSc",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R02527",29,32,"Male","Married","Chennai","Team Member","Lateral",102.93,102.93,"Diploma",4,12,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R02565",18,25,"Male","UnMarried","Chennai","Team Member","Lateral",121.1,121.1,"BE/Btech",3,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R02566",25,28,"Female","UnMarried","Chennai","Team Member","Lateral",90.68,90.68,"MA/Mcom",3,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R02570",37,34,"Male","UnMarried","Hyderabad","Team Leader","Lateral",121.23,121.23,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R02575",37,25,"Female","UnMarried","Chennai","Team Member","Fresher",105.6,105.6,"BE/Btech",1,9,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R02581",19,24,"Female","UnMarried","Chennai","Team Member","Fresher",138.12,138.12,"BE/Btech",3,0,"Voice","01:00PM-10:00PM","Train","Green","Employee Left",1,0
"R02590",33,27,"Female","Married","Chennai","Team Member","Lateral",121.14,121.14,"BSc",19,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R02591",37,24,"Female","Married","Chennai","Team Member","Lateral",129.72,129.72,"BSc",1,46,"Non-Voice","06:00PM-03:00AM","Train","Green","Current Employee",0,1
"R02620",33,25,"Female","UnMarried","Chennai","Team Member","Lateral",92.6,92.6,"BA/Bcom/BPharm",0.5,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
